ebi_exp_customers
customer_id;credit_score;country;gender;age;tenure;balance;products_number;credit_card;active_member;estimated_salary
15775761;610;Germany;Female;69;5;86038.21;3;0;0;192743.06
15812766;490;Spain;Male;40;6;156111.08;1;0;0;190889.13
15634491;652;France;Male;30;2;176166.56;2;1;1;152210.81
15598175;592;Germany;Female;26;4;105082.07;2;1;0;132801.57
15632816;521;Germany;Female;49;2;127948.57;1;1;1;182765.14
15694879;590;Spain;Female;23;7;0;2;1;0;196789.9
15742879;668;Spain;Male;38;1;147904.31;1;1;1;69370.05
15723006;489;France;Male;38;8;0;2;0;1;196990.79
15760825;604;France;Female;40;1;0;2;1;0;123207.17
15806210;675;Spain;Male;66;5;115654.47;2;1;1;131970.86
15794468;641;France;Female;42;6;0;2;0;0;121138.77
15719809;516;Germany;Male;32;3;145166.09;2;0;0;111421.45
15755863;630;Spain;Female;49;1;0;2;0;1;162858.29
15788536;755;Germany;Male;40;2;137430.82;2;0;0;176768.59
15592412;713;Germany;Male;45;4;131038.14;1;1;0;74005.04
15635078;714;Spain;Male;45;0;124693.48;1;0;1;187194.15
15643658;850;Germany;Male;53;2;94078.97;2;1;0;36980.54
15714241;749;Spain;Male;42;9;222267.63;1;0;0;101108.85
15799300;510;Germany;Male;31;0;113688.63;1;1;0;33099.41
15733234;777;France;Female;58;4;0;1;1;1;62449.07
15579112;598;France;Male;47;2;0;2;1;1;186116.54
15689096;590;France;Male;47;0;117879.32;1;1;1;8214.46
15690664;729;Spain;Male;37;10;0;2;1;0;100862.54
15805254;652;Spain;Female;75;10;0;2;1;1;114675.75
15594039;599;Spain;Male;42;6;0;2;1;0;113868.4
15595136;645;France;Female;37;1;0;2;1;1;68987.55
15630661;614;Spain;Female;25;10;75212.28;1;1;0;58965.04
15801188;774;France;Female;47;6;94722.88;1;0;1;61450.96
15666297;706;Spain;Female;53;3;0;3;0;0;88479.02
15732299;756;France;Male;67;4;0;3;1;1;93081.87
15771702;567;France;Female;35;5;166118.45;2;1;0;127827.18
15611171;740;France;Male;33;1;129574.98;1;1;1;123300.38
15641009;544;France;Male;37;3;84496.71;1;0;0;79972.09
15681274;726;Spain;Female;56;2;105473.74;1;1;1;46044.7
15706593;850;Spain;Female;50;10;0;2;1;1;33741.84
15745307;477;Spain;Female;48;2;129120.64;1;0;1;26475.79
15713532;646;Germany;Female;29;4;105957.44;1;1;0;15470.91
15701333;646;France;Female;37;7;96558.66;1;0;0;163427.18
15746726;438;Germany;Male;31;8;78398.69;1;1;0;44937.01
15658057;812;Spain;Female;44;8;0;3;1;0;66926.83
15688395;582;France;Male;29;4;0;2;0;0;156153.27
15637366;505;Germany;Female;25;5;114268.85;2;1;1;126728.27
15578515;659;France;Female;38;3;0;2;1;0;158553.1
15611579;801;Spain;Male;42;4;141947.67;1;1;1;10598.29
15756820;655;France;Female;26;7;106198.5;1;0;1;32020.42
15713843;850;Spain;Male;30;2;0;2;0;1;27937.12
15703763;554;France;Male;44;7;85304.27;1;1;1;58076.52
15602735;692;Germany;Male;45;6;152296.83;4;0;1;108040.86
15671139;694;Spain;Male;39;0;107042.74;1;1;1;102284.2
15721504;731;Spain;Male;41;3;0;2;1;0;101371.72
15660271;688;Germany;Male;26;8;146133.39;1;1;1;175296.76
15776467;702;Spain;Female;35;8;14262.8;2;1;0;54689.16
15616529;613;Spain;Male;34;3;0;1;1;1;41724.72
15659327;520;France;Male;49;5;121197.64;1;1;0;72577.33
15585041;511;France;Male;33;7;0;2;0;1;158313.87
15709643;675;France;Male;32;1;0;3;1;0;85901.09
15772412;554;Spain;Male;30;6;135370.12;1;1;1;179689.05
15724764;667;Germany;Female;42;10;64404.26;2;0;0;26022.37
15670528;787;Germany;Male;43;0;132217.45;1;1;0;20955.03
15707505;699;Spain;Male;31;8;125927.51;2;1;0;147661.47
15651315;627;France;Male;41;3;0;2;1;0;132719.8
15606003;566;France;Female;21;3;0;2;1;1;3626.47
15661380;682;France;Male;69;6;0;2;0;1;149604.18
15669169;775;Spain;Male;29;10;0;2;1;1;68143.93
15607381;769;Germany;Female;31;7;148913.72;2;1;0;53817.23
15715160;439;France;Male;36;2;165536.28;2;1;1;123956.83
15680998;725;France;Male;44;5;0;1;1;1;117356.14
15775339;520;France;Female;29;8;95947.76;1;1;0;4696.44
15643426;523;Spain;Female;36;8;113680.54;1;0;0;13197.44
15800736;601;Spain;Female;42;4;96763.89;1;1;1;199242.65
15657342;850;Germany;Male;28;4;147972.19;1;1;0;60708.72
15780746;705;France;Male;61;4;0;2;1;1;191313.7
15783225;737;France;Male;54;9;0;1;1;0;83470.4
15773868;653;Germany;Female;37;3;125734.2;2;1;0;134625.09
15697318;771;Germany;Male;32;9;77487.2;1;0;0;33143.04
15652266;703;Germany;Male;42;9;63227;1;0;1;137316.32
15596414;796;Spain;Male;41;8;107525.07;1;1;0;18510.41
15733297;518;France;Female;38;10;84764.79;1;1;1;162253.9
15680804;850;France;Male;29;6;0;2;1;1;10672.54
15626900;427;France;Male;29;1;141325.56;1;1;1;93839.3
15675380;573;Spain;Male;56;3;154669.77;1;0;1;115462.27
15615207;792;Spain;Male;47;0;0;1;1;1;5557.88
15576269;523;Spain;Male;34;7;0;2;1;0;62030.06
15654025;646;France;Female;51;4;101629.3;1;0;0;130541.1
15734892;579;Spain;Male;37;4;0;2;1;1;32246.63
15798659;526;Spain;Female;43;3;0;2;1;0;31705.19
15706268;697;Germany;Male;51;1;147910.3;1;1;1;53581.14
15623277;696;France;Female;30;8;0;2;1;1;196134.44
15797595;709;France;Female;40;9;131569.63;1;1;1;103970.58
15644788;731;France;Female;30;5;0;2;1;0;189528.72
15647570;640;Germany;Male;45;8;120591.19;1;0;0;195123.94
15603088;451;Spain;Female;23;9;0;2;0;1;48021.71
15800083;559;France;Male;45;8;24043.45;1;0;1;169781.45
15579583;641;Spain;Female;40;4;101090.27;1;1;1;51703.09
15727391;688;Germany;Male;29;9;144553.5;2;1;0;143454.95
15769499;545;Spain;Female;74;3;0;2;1;1;161326.73
15707974;815;Spain;Female;38;2;48387;1;1;0;184796.84
15634606;634;Spain;Male;52;1;0;2;1;1;176913.42
15742638;747;France;Female;25;4;0;2;0;1;42039.67
15787174;512;France;Female;37;1;0;2;0;1;156105.03
15678497;850;Spain;Male;48;2;0;1;1;0;169425.3
15812893;629;France;Female;39;10;0;2;1;1;43174.49
15749851;702;Spain;Female;26;4;135219.57;1;0;1;59747.63
15735263;736;France;Male;27;5;51522.75;1;0;1;192131.77
15812073;529;France;Female;31;7;0;2;1;1;175697.87
15575619;656;Spain;Female;32;1;104254.27;1;1;1;17034.37
15768471;554;Germany;Female;54;6;108755;1;1;0;40914.32
15628205;571;Germany;Female;34;1;101736.66;1;0;1;195651.66
15761713;678;France;Female;43;7;178074.33;1;0;0;110405.9
15750778;653;France;Female;60;2;120731.39;4;1;1;138160.11
15685245;608;Spain;Female;56;5;0;2;0;1;153810.41
15650034;564;France;Female;28;1;0;1;1;1;162428.05
15581115;603;France;Female;39;9;76769.68;1;0;0;48224.72
15605072;638;France;Female;43;3;145860.98;1;1;1;142763.51
15715078;584;France;Male;35;6;161613.94;2;1;1;148238.16
15715527;543;Spain;Female;41;4;0;1;0;0;194902.16
15762937;743;Germany;Female;32;6;140348.56;2;1;1;163254.39
15764153;704;France;Female;33;0;130499.09;2;1;1;74804.36
15738672;737;Germany;Female;40;2;162485.8;2;1;0;149381.32
15593128;608;France;Female;56;10;129255.2;2;1;0;142492.04
15763613;581;France;Male;30;1;0;2;1;0;199464.08
15734714;559;France;Female;29;3;79715.36;1;1;0;82252.28
15598574;695;Spain;Female;31;5;0;2;0;1;13998.88
15671610;740;France;Male;36;7;0;1;1;1;13177.4
15680597;784;Germany;Male;38;1;138515.02;1;1;1;171768.76
15782404;487;France;Female;34;2;96019.5;1;0;0;9085
15667932;758;Spain;Female;43;10;0;2;1;1;55313.44
15761241;578;Germany;Female;36;8;129745.1;1;1;1;143683.75
15763431;698;France;Male;36;2;82275.35;2;1;1;93249.26
15794253;832;Spain;Female;34;6;138190.13;2;0;1;146511.2
15761654;726;Spain;Male;30;8;134152.29;1;1;1;147822.44
15724834;498;France;Female;30;1;0;2;0;0;135795.53
15580043;575;Spain;Female;22;8;105229.34;1;1;1;34397.08
15652955;678;Spain;Male;30;0;0;1;1;0;35113.08
15662500;774;Spain;Male;32;9;0;2;1;0;10604.48
15647333;621;France;Male;27;4;137003.68;1;1;0;21254.06
15616240;530;Spain;Male;37;4;0;2;1;1;164844.37
15645942;689;Spain;Male;40;2;0;2;1;1;164768.82
15682576;763;France;Male;67;1;149436.73;2;0;1;106282.74
15746076;506;Spain;Male;50;3;0;2;1;0;12016.79
15619304;502;France;Female;42;8;159660.8;3;1;0;113931.57
15678460;691;France;Male;30;9;0;1;1;0;49594.02
15721921;796;France;Male;44;8;165326.2;1;1;1;57205.55
15665238;745;Germany;Male;36;8;145071.24;1;0;0;6078.46
15611338;714;Spain;Male;29;4;0;2;1;1;37605.9
15724719;550;France;Female;22;7;139096.85;1;1;0;129890.94
15720687;576;France;Female;41;4;112609.91;1;0;0;191035.18
15748660;561;Germany;Female;49;1;102025.32;1;1;0;133051.64
15633112;681;Germany;Male;42;3;118199.97;2;1;0;9452.88
15631871;616;Germany;Female;57;7;116936.81;1;1;1;104379.36
15716218;709;France;Female;45;3;104118.5;1;0;1;174032
15746594;732;Spain;Male;33;8;0;1;1;0;119882.7
15639530;679;Spain;Male;42;2;0;1;1;1;168294.27
15743067;625;Germany;Male;26;3;130483.95;1;1;0;122810.53
15792934;661;France;Male;26;8;0;2;0;0;196875.87
15672437;642;France;Male;72;1;160541;2;1;1;142223.94
15628008;781;Spain;Female;29;6;98759.89;1;0;0;112202.64
15759741;591;Germany;Female;34;4;150635.3;1;1;1;72274.84
15764444;679;Germany;Male;58;8;125850.53;2;1;1;87008.17
15770255;797;Germany;Female;33;10;83555.58;1;0;0;69767.14
15606472;585;France;Female;38;5;0;1;1;1;87363.56
15671934;552;Germany;Male;39;2;132906.88;1;0;1;149384.43
15579996;524;Germany;Female;25;7;131402.21;1;0;0;193668.49
15736990;537;France;Male;28;3;157842.07;1;1;0;86911.49
15698839;460;Germany;Male;46;4;127559.97;2;1;1;126952.5
15713479;656;France;Male;35;6;0;2;1;0;1485.27
15710390;655;France;Female;39;6;94631.26;2;1;1;148948.52
15764021;617;France;Male;34;1;61687.33;2;1;0;105965.25
15792818;499;Germany;Female;29;6;148051.52;1;1;0;118623.94
15699309;510;Spain;Female;38;4;0;1;1;0;118913.53
15796957;597;Spain;Male;35;9;0;3;0;1;73181.39
15804075;628;Germany;Female;36;3;91286.51;1;1;0;63085.94
15746451;686;Spain;Male;41;7;102749.72;1;0;1;194913.86
15694288;468;Spain;Male;28;3;0;2;1;0;170661.02
15763662;711;Germany;Male;43;2;39043.29;2;1;1;175423.69
15636551;711;France;Female;29;3;130181.47;2;1;0;31811.44
15711309;574;Germany;Male;33;3;129834.67;1;1;0;193131.42
15662884;739;Germany;Male;58;1;110597.76;1;0;1;160122.66
15695474;583;France;Male;33;7;122531.86;1;1;0;13549.24
15594902;518;France;Male;38;3;90957.81;1;0;1;162304.59
15686236;525;Germany;Female;47;1;118087.68;1;1;0;88120.78
15713354;597;Germany;Female;22;6;101528.61;1;1;0;70529
15806407;652;France;Female;37;4;0;2;1;0;143393.24
15738497;729;Spain;Male;44;4;107726.93;2;1;0;153064.87
15677141;586;Spain;Male;29;2;132450.24;1;1;1;36176.63
15645772;661;France;Male;33;9;0;2;1;1;84174.81
15734987;658;France;Female;43;7;140260.36;2;1;0;2748.72
15661330;754;France;Male;37;6;0;1;1;1;116141.72
15609824;794;France;Female;41;7;176845.41;3;1;0;166526.26
15691952;676;France;Male;37;10;106242.67;1;1;1;166678.28
15637857;616;France;Female;31;8;0;1;0;1;76456.17
15673342;703;France;Male;36;2;0;2;1;0;108790.95
15792077;671;Germany;Male;28;8;119859.52;2;1;0;125422.66
15623525;564;Spain;Male;31;0;125175.58;1;1;1;72757.33
15665783;565;France;Male;49;7;0;2;1;1;89609.26
15632665;832;France;Male;61;2;0;1;0;1;127804.66
15765283;624;Germany;Female;40;3;149961.99;2;1;0;104610.86
15722532;690;Spain;Female;36;10;91760.11;1;1;1;135784.94
15708917;598;Germany;Male;53;10;167772.96;1;1;1;136886.86
15801788;706;Germany;Female;29;6;185544.36;1;1;0;171037.63
15619238;567;Spain;Male;29;8;0;2;1;0;156125.72
15585928;821;Germany;Female;31;2;68927.57;1;1;1;25445
15702801;677;France;Female;29;3;86616.35;1;0;0;91903.9
15628219;665;Germany;Female;37;3;111911.63;1;1;1;110359.68
15600462;542;France;Female;43;8;145618.37;1;0;1;10350.74
15583392;747;Germany;Male;37;9;135776.36;3;1;0;85470.45
15610643;435;Germany;Male;44;3;151739.65;1;1;0;167461.5
15697035;740;Spain;Female;31;8;0;2;0;0;86657.48
15710375;641;France;Male;41;6;0;2;1;0;65396.79
15738191;577;France;Male;25;3;0;2;0;1;124508.29
15730273;841;France;Male;27;8;0;1;1;0;171922.72
15787602;568;Spain;Male;39;5;0;2;1;1;129569.92
15594502;655;France;Male;37;6;109093.41;2;1;0;1775.52
15627697;662;France;Male;34;2;0;2;0;1;21497.27
15662483;850;France;Male;43;7;0;2;1;1;173851.11
15688128;542;Spain;Male;34;8;108653.93;1;0;1;144725.14
15696361;648;Germany;Male;31;7;125681.51;1;0;1;129980.93
15583394;659;Germany;Male;39;8;106259.63;2;1;1;198103.32
15598536;736;Germany;Female;26;0;84587.9;1;0;1;188037.76
15757632;496;France;Female;41;1;176024.05;2;1;0;182337.98
15773751;597;France;Female;29;1;132144.35;1;1;0;158086.33
15693947;614;France;Female;19;5;97445.49;2;1;0;122823.34
15753847;645;Spain;Male;45;4;0;1;0;1;174916.85
15806230;629;Germany;Male;40;2;121647.54;2;1;1;64849.74
15733361;651;Germany;Female;45;6;86714.06;1;1;0;85869.89
15742971;708;France;Female;44;2;161887.81;2;1;0;84870.23
15764072;759;France;Female;31;1;109848.6;1;1;1;42012.55
15641043;648;Spain;Male;35;7;0;2;1;1;78436.36
15636520;692;France;Male;27;1;125547.53;1;0;0;7900.46
15748595;689;France;Female;29;1;77556.79;2;1;1;122998.26
15638803;733;Spain;Female;32;5;0;2;1;0;131625.14
15792107;719;Spain;Female;35;8;0;1;1;1;165162.4
15698271;523;France;Female;26;4;0;2;1;0;185488.81
15659364;685;Spain;Male;23;5;164902.43;1;0;0;141152.28
15689351;742;Germany;Female;41;4;92805.72;1;0;1;73743.95
15698028;506;France;Female;41;1;0;2;1;0;31766.3
15812198;543;Germany;Male;48;1;100900.5;1;0;0;33310.72
15611189;670;Spain;Male;43;1;97792.21;1;0;0;120225.62
15620123;605;France;Male;39;6;111169.91;1;0;0;9641.4
15709135;691;Germany;Male;30;7;101231.77;2;0;0;156529.44
15773039;550;France;Male;37;3;0;1;1;1;179670.31
15657284;674;Germany;Male;47;6;106901.94;1;1;1;2079.2
15624068;779;France;Female;26;0;0;2;0;1;111906
15756125;757;Spain;Male;44;5;140856.16;2;1;0;158735.1
15721024;642;France;Male;26;0;0;1;0;0;47472.68
15779481;628;France;Male;34;4;158741.43;2;1;1;126192.54
15753161;768;France;Female;36;5;180169.44;2;1;0;17348.56
15607230;588;Germany;Male;33;9;150186.22;2;1;1;65611.01
15707144;571;Germany;Male;25;6;82506.72;2;1;0;167705.07
15644200;807;Spain;Female;42;1;0;1;1;0;16500.66
15784736;562;France;Male;45;6;136855.24;1;1;0;46864
15585734;803;Germany;Male;41;9;137742.9;2;1;1;166957.82
15728082;601;Spain;Male;28;6;0;2;1;0;14665.28
15608688;442;France;Male;34;4;0;2;1;0;68343.08
15578747;701;Spain;Male;26;5;83600.24;1;0;1;59195.05
15666200;689;France;Female;40;1;0;2;1;1;119446.64
15601172;672;France;Male;31;6;91125.75;1;1;0;177295.92
15789313;595;Germany;Female;44;4;96553.52;2;1;0;143952.24
15745375;640;Germany;Male;23;3;72012.76;1;1;0;161333.13
15637476;683;Germany;Female;57;5;162448.69;1;0;0;9221.78
15708289;793;Spain;Male;25;3;100913.57;1;0;0;10579.72
15747043;599;Spain;Male;36;4;0;2;0;0;13210.56
15761497;713;Spain;Female;48;1;163760.82;1;0;0;157381.14
15808044;580;France;Female;65;9;106804.26;3;1;0;107890.69
15589572;785;Spain;Female;61;4;129855.72;2;1;0;170214.82
15812071;744;France;Male;54;6;93806.31;2;0;1;140068.77
15754105;650;France;Male;37;5;106967.18;1;0;0;24495.03
15668057;669;France;Female;31;6;113000.66;1;1;0;40467.82
15651352;529;France;Female;38;2;0;1;1;0;146388.85
15615322;528;Spain;Male;43;7;97473.87;2;1;1;159823.16
15774696;640;Germany;Female;75;1;106307.91;2;0;1;113428.77
15569430;704;Spain;Female;36;2;175509.8;2;1;0;152039.67
15748116;681;France;Female;29;2;148143.84;1;1;1;52021.39
15801920;727;Germany;Male;39;5;80615.46;2;0;0;180962.32
15687413;619;Spain;Female;38;6;0;2;1;1;117616.29
15708867;684;Spain;Female;38;3;134168.5;3;1;0;3966.5
15701605;815;France;Male;37;1;166115.42;1;1;0;67208.3
15596761;515;Germany;Male;60;9;113715.36;1;1;0;18424.24
15624995;714;Spain;Female;31;6;152926.6;1;1;1;50899.91
15745354;611;Spain;Female;37;4;0;2;1;0;125696.26
15754569;664;France;Male;57;1;0;2;1;1;56562.57
15743040;724;Germany;Male;41;2;127892.57;2;0;1;199645.45
15676895;547;Germany;Female;39;6;74596.15;3;1;1;85746.52
15650258;479;France;Female;35;2;113090.4;1;1;0;195649.79
15729083;674;France;Male;36;2;154525.7;1;0;1;27468.72
15578186;486;Germany;Male;37;9;115217.99;2;1;0;144995.33
15623369;708;France;Male;52;10;105355.81;1;1;0;123.07
15758451;765;Germany;Male;37;7;102708.77;1;1;0;9087.81
15605284;688;France;Male;26;1;0;2;1;1;104435.94
15771573;637;Germany;Female;39;9;137843.8;1;1;1;117622.8
15624596;534;France;Female;23;5;104822.45;1;0;1;160176.47
15729019;602;Spain;Male;34;8;98382.72;1;1;0;39542
15762169;556;Germany;Male;37;9;145018.64;2;1;0;90928.02
15784597;648;France;Male;26;9;162923.85;1;1;0;98368.24
15796351;603;Germany;Male;35;1;105346.03;2;1;1;130379.5
15576623;584;France;Male;31;5;0;2;1;0;31474.27
15799042;611;France;Male;38;7;0;1;1;1;63202
15596136;637;France;Female;36;9;166939.88;1;1;1;72504.76
15794345;706;Spain;Male;38;8;0;2;0;1;46635.11
15636756;545;France;Male;23;2;0;2;1;0;189613.12
15790763;599;Spain;Female;49;2;0;2;1;0;111190.53
15743709;683;France;Male;30;4;66190.33;1;1;1;115186.97
15671800;688;France;Male;20;8;137624.4;2;1;1;197582.79
15802617;697;Germany;Male;43;7;115371.94;2;1;0;64139.1
15807167;635;France;Male;42;1;146766.72;2;0;1;164357.1
15674727;777;France;Female;42;5;147531.82;1;1;1;38819.45
15641158;739;Germany;Male;32;3;102128.27;1;1;0;63981.37
15654067;584;Spain;Female;29;4;0;2;1;0;88866.92
15768095;579;France;Male;31;9;0;1;0;1;139048
15766355;550;Germany;Male;49;0;108806.96;3;1;0;61446.92
15614230;426;France;Female;34;3;0;2;1;1;61230.83
15765258;776;France;Female;29;5;0;2;1;1;143301.49
15801351;583;France;Male;40;3;0;2;1;0;47728
15803078;635;Spain;Female;38;1;0;2;1;0;90605.05
15766289;751;France;Male;47;5;142669.93;2;1;0;162760.96
15701687;664;Spain;Male;44;7;77526.66;3;0;0;57338.56
15703354;808;France;Female;33;2;103516.87;1;1;0;113907.8
15739578;850;France;Male;49;6;128663.9;1;1;0;65769.3
15666856;774;France;Male;49;1;142767.39;1;1;1;8214.41
15604832;633;France;Male;29;7;0;1;1;1;130224.73
15752809;702;Spain;Male;43;6;116121.67;1;1;0;61602.42
15746065;580;Germany;Male;35;10;136281.41;2;1;1;24799.47
15659568;850;Spain;Female;31;3;121237.65;1;1;1;31022.56
15698324;725;France;Female;33;4;0;1;1;1;67879.8
15619608;454;Germany;Female;50;10;92895.56;1;1;0;154344
15684196;627;France;Female;55;2;159441.27;1;1;0;100686.11
15799156;569;Spain;Male;38;8;0;2;0;0;79618.79
15661591;413;Germany;Male;39;1;130969.77;2;1;1;158891.79
15711288;512;France;Male;24;6;0;2;1;0;37654.31
15768746;561;France;Male;33;6;0;2;0;0;173680.39
15772650;732;France;Male;55;9;136576.02;1;0;1;3268.17
15643916;619;Spain;Male;46;8;62400.48;1;1;1;132498.39
15724150;814;France;Male;48;9;136596.85;1;1;1;185791.9
15719778;577;France;Female;32;1;0;2;1;0;9902.39
15799468;591;France;Female;34;3;96127.27;1;0;0;30972.06
15796787;681;France;Male;46;0;105969.42;1;1;0;5771.56
15625713;679;Spain;Female;39;7;91187.9;1;0;1;6075.36
15799811;724;France;Male;40;10;0;1;1;0;127847.25
15691627;713;France;Female;37;8;0;1;1;1;16403.41
15622494;718;France;Male;27;2;0;2;0;0;26229.24
15772479;673;France;Male;37;4;0;2;0;0;163563.07
15755649;584;Germany;Male;47;7;130538.77;1;1;0;92915.84
15583576;671;France;Male;30;2;0;1;0;1;102057.86
15752507;769;Germany;Male;60;9;148846.39;1;1;0;192831.67
15788494;555;France;Male;31;8;145875.74;1;1;0;137491.23
15707138;679;Spain;Male;39;5;0;2;1;1;100060.54
15696141;516;Spain;Female;31;7;0;1;1;0;47018.75
15746258;622;France;Male;29;7;101486.96;1;1;1;8788.35
15591747;705;France;Male;32;3;0;2;0;0;129576.99
15755239;758;Germany;Male;32;4;162657.64;2;1;1;115525.13
15702561;782;France;Male;32;9;0;1;1;1;87566.97
15813504;543;Germany;Female;25;1;146566.01;1;0;1;161407.48
15778947;628;France;Male;36;3;0;2;1;1;8742.91
15666096;676;Spain;Male;27;4;0;1;0;1;107955.67
15728043;648;Germany;Female;37;7;138503.51;2;1;0;57215.85
15580988;842;France;Male;29;8;0;2;1;1;123437.05
15770041;728;Spain;Female;43;8;128412.61;1;0;1;139024.31
15734762;602;France;Female;56;3;115895.22;3;1;0;4176.17
15568562;689;France;Male;40;8;160272.27;1;1;0;49656.24
15700946;574;France;Female;34;7;152992.91;1;1;1;134691.2
